"","tweet","date","lat","lon","isretweet","retweeted","retweetcount","favoritecount","favorited","score"
"2610","North Carolina Correct. Transgender Restrooms are not a Civil Right - American Thinker - https://t.co/RKD8uHTz5y  - https://t.co/wXrcGV0Kok","2016-09-23 10:18:40",NA,NA,"FALSE","FALSE","0","0","FALSE",2
"2611","RT @antoniodelotero: how about you just say ""transgender couple has a child"" https://t.co/ZVzyl1MQzf","2016-09-23 17:28:18",NA,NA,"TRUE","FALSE","233","0","FALSE",0
"2612","RT @USocialWork: #Undocumented #transgender activist @JennicetG packed the room for our 1st #SocialJustice event of the year. #LGBTQ https:‚Ä¶","2016-09-14 03:01:00",NA,NA,"TRUE","FALSE","4","0","FALSE",-1
"2613","And it's not just the election, it's the push for criminal justice reform and transgender rights and a separation of church and state...","2016-09-23 11:36:18",NA,NA,"FALSE","FALSE","0","1","FALSE",0
"2614","This Bad-Ass Transgender Student Took His Transphobic School to Court‚Äîand Won https://t.co/mAnBbl67Zo","2016-09-22 05:15:35",NA,NA,"FALSE","FALSE","0","0","FALSE",1
"2615","RT @MailOnline: The baby born to a man who was a woman who got pregnant by a woman who was a man‚Ä¶ https://t.co/u0bllc2reO","2016-09-23 15:12:38",NA,NA,"FALSE","FALSE","39","59","FALSE",0
"2616","RT @HollyGoNightly1: Could've saved this bullshit and wrote ""transgender couple has child"".  Y'all are trash. https://t.co/LKx71reRwU","2016-09-23 18:43:24",NA,NA,"TRUE","FALSE","707","0","FALSE",-2
"2617","What you're seeing in Charlotte right now is obviously what happens when transgender people can't use the bathroom.","2016-09-22 03:54:46",NA,NA,"FALSE","FALSE","58","141","FALSE",1
"2618","Transgender abomination. https://t.co/hWXpMzIPpy

.@MailOnline: baby born 2 a man who was a woman who got pregnant by a woman who was a man.","2016-09-23 14:43:22",NA,NA,"FALSE","FALSE","0","0","FALSE",-1
"2619","#NorthCarolina governor calls for a ""state of emergency"" due to transgender bathroom law‚Ä¶ Oh, wait‚Ä¶ That's not right. #riots #civil #unrest","2016-09-22 03:33:34",NA,NA,"FALSE","FALSE","0","1","FALSE",-1
"2620","""The bathroom with its gender-binary regime ... is one of the signatures of the afterlife of slavery."" https://t.co/eTtgC5vShz","2016-09-19 08:11:45",NA,NA,"FALSE","FALSE","1","0","FALSE",0
"2621","@BBCBreakfast transgender soldier who is SHE going to shower with ffs","2016-09-17 07:14:20",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"2622","‚ÄúWisconsin high school senior is finally allowed to use the bathroom at school‚Äù by Zack Ford https://t.co/iZcQYV2upn Judges are so important","2016-09-21 21:26:58",NA,NA,"FALSE","FALSE","0","2","FALSE",1
"2623","What should teachers say when students ask about #transgender people? Come to Willard Hall 010 at #okstate tomorrow at 11 a.m. to find out?","2016-09-22 13:56:20",NA,NA,"FALSE","FALSE","1","2","FALSE",0
"2624","Transgender Activist Says @HRC, @EqualityNC are using #HB2 for Fundraising

https://t.co/GtV5IFA0fZ
#ncga #ncpol @RoyCooperNC @PeteKaliner","2016-09-22 22:02:34",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"2625","RT @trans_wave: In observation of #BiVisiblityDay we're having a twitter chat about sexual diversity in the transgender community, TODAY @‚Ä¶","2016-09-23 18:38:20",NA,NA,"TRUE","FALSE","25","0","FALSE",0
"2626","RT @HollyGoNightly1: Could've saved this bullshit and wrote ""transgender couple has child"".  Y'all are trash. https://t.co/LKx71reRwU","2016-09-23 18:40:05",NA,NA,"TRUE","FALSE","700","0","FALSE",-2
"2627","But...
Transgender people getting killed all year round...Nothing!
WHY NOT A STATE OF EMERGENCY???","2016-09-22 22:34:05",NA,NA,"FALSE","FALSE","0","0","FALSE",-2
"2628","7 Hottest Transgender People Who Are Ruling Modeling Industry https://t.co/llJWtGtqhb","2016-09-20 06:55:06",NA,NA,"FALSE","FALSE","0","0","FALSE",1
"2629","But...
Transgender people getting killed all year round...Nothing!
WHY NOT A STATE OF EMERGENCY???","2016-09-22 22:34:05",NA,NA,"FALSE","FALSE","0","0","FALSE",-2
"2630","@huffpostqueer Mormons need to be targeted for better Transgender education. I'm hoping this will help:‚Ä¶ https://t.co/TZgOnlla95","2016-09-22 16:04:51",NA,NA,"FALSE","FALSE","0","0","FALSE",1
"2631","ICYMI: Another man in Texas videotaped a woman in a @Target fitting room: https://t.co/xYP3BCkRD4 #BoycottTarget #txlege","2016-09-22 22:09:47",NA,NA,"FALSE","FALSE","5","2","FALSE",0
"2632","RT @HollyGoNightly1: Could've saved this bullshit and wrote ""transgender couple has child"".  Y'all are trash. https://t.co/LKx71reRwU","2016-09-23 18:36:02",NA,NA,"TRUE","FALSE","701","0","FALSE",-2
"2633","RT @SPINDLER666: Transgender couple has child** https://t.co/Hxg9fgtsb9","2016-09-23 17:26:11",NA,NA,"TRUE","FALSE","100","0","FALSE",0
"2634","Fernando Machado, the transgender man who gave birth https://t.co/UFOtJEQDTR https://t.co/U6y0uMPqAC","2016-09-23 06:45:12",NA,NA,"FALSE","FALSE","1","1","FALSE",0
"2635","Navy Requires All Sailors to Undergo Transgender Education by July 2017 - Breitbart https://t.co/dcnc4AgsIv","2016-09-19 21:27:38",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"2636","[News] [USA] Women‚Äôs shelters must admit ‚Äòtransgender‚Äô men: Obama admin rule: LifeSiteNews, VA, USA Thu Sep 2... https://t.co/5Bg7iHG6Sn","2016-09-23 14:14:42",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"2637","New podcast! @dougwmoore and @blythebernhard preview story package coming Sun about being transgender: https://t.co/zpmsvmFui3 via @stltoday","2016-09-21 20:08:33",NA,NA,"FALSE","FALSE","2","1","FALSE",0
"2638","IF you've never watched @transparent_tv please....watch it. #Transparent #LGBT #Transgender","2016-09-20 07:10:17",NA,NA,"FALSE","FALSE","0","0","FALSE",1
"2639","RT @juliannesmoore: ""PLEASE GIVE TRANSGENDER TALENT A CHANCE"" MY ASS IS LITERALLY ON FIRE THIS IS SO IMPORTANT","2016-09-19 01:02:33",NA,NA,"TRUE","FALSE","16","0","FALSE",2
"2640","""The bathroom with its gender-binary regime ... is one of the signatures of the afterlife of slavery."" https://t.co/eTtgC5vShz","2016-09-15 03:09:45",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"2641","New podcast! @dougwmoore and @blythebernhard preview story package coming Sun about being transgender: https://t.co/zpmsvmFui3 via @stltoday","2016-09-21 20:08:33",NA,NA,"FALSE","FALSE","2","1","FALSE",0
"2642","RT @gerfingerpoken2: N. C. Correct. Transgender Restrooms Not Civil Right - American Thinker - https://t.co/OoktTwgWbI  #PJNET - https://t.‚Ä¶","2016-09-23 10:07:42",NA,NA,"TRUE","FALSE","4","0","FALSE",2
"2643","RT @antoniodelotero: how about you just say ""transgender couple has a child"" https://t.co/ZVzyl1MQzf","2016-09-23 17:27:53",NA,NA,"TRUE","FALSE","233","0","FALSE",0
"2644","RT @UofU_ITSW: ""It is the love that exists with the hate that has kept me going"" @JennicetG #transgender #immigration #initiative4transform‚Ä¶","2016-09-14 02:53:11",NA,NA,"TRUE","FALSE","1","0","FALSE",0
"2645","@Frankie_Junior This is too easy. I am so in your head now. BTW, I see you deleted your Tweet in which you admitted being transgender.","2016-09-23 11:28:14",NA,NA,"FALSE","FALSE","0","0","FALSE",1
"2646","RT @VargasSTL: Writer suggests desire for transgender transitioning stems from childhood trauma...thoughts? #sexhealth #selfimage  https://‚Ä¶","2016-09-22 05:01:55",NA,NA,"TRUE","FALSE","1","0","FALSE",0
"2647","RT @TransNewsGirl: [News] [VA, USA] Va. Attorney General criticizes Mike Pence‚Äôs comments on transgender service members: WWBT, ... https:/‚Ä¶","2016-09-23 14:51:08",NA,NA,"TRUE","FALSE","2","0","FALSE",0
"2648","RT @HollyGoNightly1: Could've saved this bullshit and wrote ""transgender couple has child"".  Y'all are trash. https://t.co/LKx71reRwU","2016-09-23 18:43:14",NA,NA,"TRUE","FALSE","707","0","FALSE",-2
"2649","Ì†æÌ¥ñ MN Christians want transgender people to ""ask them first"" before using the bathroom 
https://t.co/DcqUeLlTDd","2016-09-20 15:07:45",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"2650","@AndyOstroy @IngrahamAngle Andy I'm sure there is a transgender bathroom available for you","2016-09-23 14:41:21",NA,NA,"FALSE","FALSE","0","0","FALSE",1
"2651","RT @ICancholaJr: I heard Gov. Pat McCrory declared a state of emergency in NC. I'm guessing he saw a transgender in the wrong restroom. #Ch‚Ä¶","2016-09-22 03:33:20",NA,NA,"TRUE","FALSE","5","0","FALSE",-2
"2652","""The bathroom with its gender-binary regime ... is one of the signatures of the afterlife of slavery."" https://t.co/eTtgC5vShz","2016-09-18 11:14:29",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"2653","Omaha group looks to intervene in Nebraska's suit over federal transgender directive https://t.co/uhnJnEnyQo","2016-09-17 04:52:44",NA,NA,"FALSE","FALSE","1","4","FALSE",0
"2654","Minneapolis police announce new transgender, gender nonconformity policy https://t.co/8Qi11TmXDe https://t.co/RQ6uffr5q6","2016-09-21 21:23:06",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"2655","Teen Becomes His School Football Team's First Transgender Player https://t.co/Pobn62ag9C","2016-09-22 13:39:42",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"2656","RT @jayl3n: Louisville man receives 12 yrs for murdering a transgender prostitute while my best friend has 40 over her head for cocaine pos‚Ä¶","2016-09-22 21:56:26",NA,NA,"TRUE","FALSE","2","0","FALSE",1
"2657","Throwing a medical lifeline to the transgender community - CNET: Finding the right medical professionals can be‚Ä¶ https://t.co/3rsMMIXDEN","2016-09-23 18:38:15",NA,NA,"FALSE","FALSE","0","0","FALSE",1
"2658","RT @HollyGoNightly1: Could've saved this bullshit and wrote ""transgender couple has child"".  Y'all are trash. https://t.co/LKx71reRwU","2016-09-23 18:39:54",NA,NA,"TRUE","FALSE","700","0","FALSE",-2
"2659","Transgender students don‚Äôt agree that U. Maryland is a top LGBT-friendly school https://t.co/oyc94S5bD5","2016-09-22 22:25:17",NA,NA,"FALSE","FALSE","0","0","FALSE",1
"2660","It's only the episode 2 of season 1, but @jeffreytambor, OMG you are awesome. #LGBT #Transgender #transparent Totally #Emmys worthy.","2016-09-20 05:38:01",NA,NA,"FALSE","FALSE","0","3","FALSE",3
"2661","Transgender students don‚Äôt agree that U. Maryland is a top LGBT-friendly school https://t.co/oyc94S5bD5","2016-09-22 22:25:17",NA,NA,"FALSE","FALSE","0","0","FALSE",1
"2662","Framing The Transgender Reality For Mormons https://t.co/xednwn6EON is an important resource to help educate LDS fr‚Ä¶ https://t.co/twSMuUHBKl","2016-09-22 16:01:11",NA,NA,"FALSE","FALSE","1","1","FALSE",1
"2663","RT @FTDominicG: See I don't care if the world knows I'm transgender, I care about how your going to treat me after finding out.","2016-09-22 21:10:15",NA,NA,"TRUE","FALSE","186","0","FALSE",0
"2664","RT @HollyGoNightly1: Could've saved this bullshit and wrote ""transgender couple has child"".  Y'all are trash. https://t.co/LKx71reRwU","2016-09-23 18:35:07",NA,NA,"TRUE","FALSE","701","0","FALSE",-2
"2665","RT @SPINDLER666: Transgender couple has child** https://t.co/Hxg9fgtsb9","2016-09-23 17:25:33",NA,NA,"TRUE","FALSE","100","0","FALSE",0
"2666","Out of all these damn videos the transgender prostitute throw the best punch. Smh goodnight https://t.co/oIsGdcIAYO","2016-09-23 06:24:21",NA,NA,"FALSE","FALSE","0","0","FALSE",-1
"2667","All Hail Diversity: Navy To Hold All-Hands Training, Webinars On New Transgender Policy‚Ä¶ | Weasel Zippers https://t.co/f9tB3iyznM","2016-09-19 20:49:42",NA,NA,"FALSE","FALSE","0","0","FALSE",1
"2668","[News] [VA, USA] Va. Attorney General criticizes Mike Pence‚Äôs comments on transgender service members: WWBT, ... https://t.co/c7CLDhkDqt","2016-09-23 14:14:41",NA,NA,"FALSE","FALSE","2","1","FALSE",0
"2669","Coming Sunday, several articles about facets of being transgender. @dougwmoore and @blythebernhard discuss issue: https://t.co/HyfMQWxiP3","2016-09-21 20:05:55",NA,NA,"FALSE","FALSE","0","1","FALSE",-1
"2670","Seriously? It isn't #transgender women but #pedophiles that those bitches need to worry about in women's bathroom. What's wrong with people?","2016-09-20 06:58:54",NA,NA,"FALSE","FALSE","0","0","FALSE",-2
"2671","RT @juliannesmoore: ""PLEASE GIVE TRANSGENDER TALENT A CHANCE"" MY ASS IS LITERALLY ON FIRE THIS IS SO IMPORTANT","2016-09-19 01:02:18",NA,NA,"TRUE","FALSE","16","0","FALSE",2
"2672","""Blackness troubles gender ... Blackness makes for gender trouble."" https://t.co/hurfTR0e8Z https://t.co/fb23GmQrSv","2016-09-14 18:46:46",NA,NA,"FALSE","FALSE","0","0","FALSE",-2
"2673","Coming Sunday, several articles about facets of being transgender. @dougwmoore and @blythebernhard discuss issue: https://t.co/HyfMQWxiP3","2016-09-21 20:05:55",NA,NA,"FALSE","FALSE","0","1","FALSE",-1
"2674","RT @gerfingerpoken2: N. C. Correct. Transgender Restrooms Not Civil Right - American Thinker - https://t.co/OoktTwgWbI  #PJNET - https://t.‚Ä¶","2016-09-23 10:00:03",NA,NA,"TRUE","FALSE","4","0","FALSE",2
"2675","RT @antoniodelotero: how about you just say ""transgender couple has a child"" https://t.co/ZVzyl1MQzf","2016-09-23 17:27:48",NA,NA,"TRUE","FALSE","233","0","FALSE",0
"2676","RT @UofU_ITSW: ""Who am I hurting by being myself?"" #transgender @JennicetG @USocialWork #initiative4transformativeSw","2016-09-14 02:52:51",NA,NA,"TRUE","FALSE","2","0","FALSE",-1
"2677","EEOC Loses Landmark Transgender Discrimination Case https://t.co/2UPsu0rLjT #HumanResources","2016-09-23 11:22:19",NA,NA,"FALSE","FALSE","0","0","FALSE",-2
"2678","Writer suggests desire for transgender transitioning stems from childhood trauma...thoughts? #sexhealth #selfimage  https://t.co/BpwHMMR1Vr","2016-09-22 04:53:00",NA,NA,"FALSE","FALSE","1","3","FALSE",0
"2679","RT @Lanchr4: I believe Obama is a Gay man married to a Transgender Micheal with adopted children. I believe he is a Muslim. Do I think he n‚Ä¶","2016-09-23 14:24:07",NA,NA,"TRUE","FALSE","1","0","FALSE",0
"2680","Or Transgender couple have a baby Ì†ΩÌπÑ https://t.co/bhzcWBqvWg","2016-09-23 18:43:00",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"2681","This is the Cleveland Aquarium's solution to #transgender bathroom issues.  I applaud the creativity. https://t.co/uksEDkhiG5","2016-09-20 12:39:55",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"2682","RT @tommyhearn: Gay , straight, bi, transgender, when you fall in love, fuck the labels. #LoveConquers #NoH8 #LetLoveWin","2016-09-23 14:31:10",NA,NA,"TRUE","FALSE","6","0","FALSE",-1
"2683","I heard Gov. Pat McCrory declared a state of emergency in NC. I'm guessing he saw a transgender in the wrong restroom. #CharlotteProtest","2016-09-22 03:32:13",NA,NA,"FALSE","FALSE","5","5","FALSE",-2
"2684","""As a Catholic school, our principal mission is to form students in the faith and we must always be true to the... https://t.co/Q8yECK18iz","2016-09-16 16:31:32",NA,NA,"FALSE","FALSE","0","0","FALSE",1
"2685","British Army gets first woman on frontline as¬†transgender soldier Chloe Allen says she hopes to inspire others¬†:  https://t.co/yGlVTgIyFX","2016-09-17 04:00:25",NA,NA,"FALSE","FALSE","0","0","FALSE",1
"2686","RT @StarTribune: Minneapolis police announce new transgender, gender nonconformity policy https://t.co/DQb91gdSI2","2016-09-21 21:11:16",NA,NA,"TRUE","FALSE","13","0","FALSE",0
"2687","RT @mrsbriggle: if you're curious to know how we ""knew"" our son was trans, where we're going &amp; how you can help: https://t.co/OuHRGi7ZNN #u‚Ä¶","2016-09-22 13:39:10",NA,NA,"TRUE","FALSE","7","0","FALSE",0
"2688","RT @jayl3n: Louisville man receives 12 yrs for murdering a transgender prostitute while my best friend has 40 over her head for cocaine pos‚Ä¶","2016-09-22 21:55:16",NA,NA,"TRUE","FALSE","2","0","FALSE",1
"2689","RT @ianaIexander: honestly, few are looking for a young, pre-transition, androgynous transgender male actor. trans representation is limite‚Ä¶","2016-09-23 18:38:09",NA,NA,"TRUE","FALSE","4","0","FALSE",0
"2690","RT @marknorm: Transgender is interesting because the transition is very expensive. It's the only group where you pay money to be oppressed‚Ä¶","2016-09-23 18:39:39",NA,NA,"TRUE","FALSE","31","0","FALSE",0
"2691","#iPeeWhereiWant .TransEquality: Would-be blood donor in Virginia turned away because of #transgender identity ‚Ä¶ https://t.co/LMHvD58Fdg","2016-09-22 22:18:45",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"2692","I liked a @YouTube video https://t.co/Xcj9U6A5CP Coming Clean: I Am Transgender","2016-09-20 03:35:45",NA,NA,"FALSE","FALSE","0","0","FALSE",2
"2693","#iPeeWhereiWant .TransEquality: Would-be blood donor in Virginia turned away because of #transgender identity ‚Ä¶ https://t.co/LMHvD58Fdg","2016-09-22 22:18:45",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"2694","@TRANZGENDR Mormons need to be targeted for more Transgender Education. I'm hoping this will help.‚Ä¶ https://t.co/hyuNe3kmQt","2016-09-22 15:58:28",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"2695","In this man's mind, as long as injustices only affect a small percentage of people, they're no big deal. So pipe do‚Ä¶ https://t.co/16nKPOFOP0","2016-09-22 21:00:28",NA,NA,"FALSE","FALSE","0","0","FALSE",-1
"2696","I added a video to a @YouTube playlist https://t.co/TYEdgQF8hg What Does It Mean To Be Transgender?","2016-09-23 18:35:06",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"2697","RT @SPINDLER666: Transgender couple has child** https://t.co/Hxg9fgtsb9","2016-09-23 17:25:23",NA,NA,"TRUE","FALSE","100","0","FALSE",0
"2698","Excited to announce @WORK_LLC 1st Transgender client Gorgeous
Regina Delovely! Already secured her in TransNation Q‚Ä¶ https://t.co/WAH0D7aFL9","2016-09-23 06:10:33",NA,NA,"FALSE","FALSE","0","0","FALSE",1
"2699","@realDonaldTrump  @lgbtqnation This crap completely undermines the morale of our sailors. These people are deviants. https://t.co/6qd3zJPtgO","2016-09-19 20:26:00",NA,NA,"FALSE","FALSE","0","0","FALSE",-2
"2700","""Hillary supports the Equality Act, has called for transgender rights, and will keep our country moving forward."" https://t.co/OT2ba5hWGY","2016-09-23 14:14:40",NA,NA,"FALSE","FALSE","4","10","FALSE",1
"2701","As a transgender woman and registered voter I just wanted to say THEY ARE GOING TO KILL US ALL.","2016-09-21 19:05:45",NA,NA,"FALSE","FALSE","0","0","FALSE",-1
"2702","7 Hottest Transgender People Who Are Ruling Modeling Industry https://t.co/llJWtGtqhb","2016-09-20 06:55:06",NA,NA,"FALSE","FALSE","0","0","FALSE",1
"2703","RT @juliannesmoore: ""PLEASE GIVE TRANSGENDER TALENT A CHANCE"" MY ASS IS LITERALLY ON FIRE THIS IS SO IMPORTANT","2016-09-19 01:01:20",NA,NA,"TRUE","FALSE","16","0","FALSE",2
"2704","Transgender former Navy SEAL says TSA humiliated her https://t.co/lhp3DHnuEZ","2016-09-22 10:45:48",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"2705","As a transgender woman and registered voter I just wanted to say THEY ARE GOING TO KILL US ALL.","2016-09-21 19:05:45",NA,NA,"FALSE","FALSE","0","0","FALSE",-1
"2706","RT @gerfingerpoken2: N. C. Correct. Transgender Restrooms Not Civil Right - American Thinker - https://t.co/OoktTwgWbI  #PJNET - https://t.‚Ä¶","2016-09-23 09:59:15",NA,NA,"TRUE","FALSE","4","0","FALSE",2
"2707","RT @antoniodelotero: how about you just say ""transgender couple has a child"" https://t.co/ZVzyl1MQzf","2016-09-23 17:25:56",NA,NA,"TRUE","FALSE","233","0","FALSE",0
"2708","RT @USocialWork: #Undocumented #transgender activist @JennicetG packed the room for our 1st #SocialJustice event of the year. #LGBTQ https:‚Ä¶","2016-09-14 02:52:35",NA,NA,"TRUE","FALSE","4","0","FALSE",-1
"2709","Jury finds Brady guilty of transgender woman's murder: LEE COUNTY ‚Äî¬†After two days of testimony and evidence,¬†the jury found Terry Br...","2016-09-23 11:12:15",NA,NA,"FALSE","FALSE","0","0","FALSE",-2
"2710","Retweeted Daniel John Sobieski (@gerfingerpoken2):

North Carolina Correct. Transgender Restrooms are not a Civil... https://t.co/9F7E1GHDVX","2016-09-22 04:42:16",NA,NA,"FALSE","FALSE","0","0","FALSE",1
"2711","I believe Obama is a Gay man married to a Transgender Micheal with adopted children. I believe he is a Muslim. Do I think he need to leave?","2016-09-23 14:23:59",NA,NA,"FALSE","FALSE","1","1","FALSE",0
"2712","RT @HollyGoNightly1: Could've saved this bullshit and wrote ""transgender couple has child"".  Y'all are trash. https://t.co/LKx71reRwU","2016-09-23 18:42:41",NA,NA,"TRUE","FALSE","707","0","FALSE",-2
"2713","@BeausBoy not even transgender people understand it Tbh","2016-09-20 10:15:38",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"2714","RT @saul42: #TEXANJudge Blocks #Obama‚Äôs Transgender Rules for Schools &amp; thank God for that. 

https://t.co/uug7fZVrQ7 https://t.co/7o2QV2mU‚Ä¶","2016-09-23 14:26:43",NA,NA,"TRUE","FALSE","13","0","FALSE",1
"2715","RT @EIJ_News: Covering the Transgender Community - https://t.co/erTTVyJJux","2016-09-22 02:19:19",NA,NA,"TRUE","FALSE","1","0","FALSE",0
"2716","RT @CutterStreeby: ""Blackness troubles gender ... Blackness makes for gender trouble."" https://t.co/EGS2zVegA3 https://t.co/uolCPP49V4","2016-09-16 10:20:54",NA,NA,"TRUE","FALSE","1","0","FALSE",-2
"2717","Omaha group looks to intervene in Nebraska's suit over federal transgender directive - Omaha World  https://t.co/jm8lfHLcb5","2016-09-17 03:11:23",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"2718","RT @StarTribune: Minneapolis police announce new transgender, gender nonconformity policy https://t.co/DQb91gdSI2","2016-09-21 20:52:48",NA,NA,"TRUE","FALSE","13","0","FALSE",0
"2719","RT @Jamie_French: Recording the Halloween episode of the Approximate Podcast. https://t.co/fFOy9YzL3a #leather #transgender #approximatepod‚Ä¶","2016-09-22 12:36:58",NA,NA,"TRUE","FALSE","5","0","FALSE",0
"2720","There was a transgender woman on season 5 of rupaul drag race!!","2016-09-22 21:43:43",NA,NA,"FALSE","FALSE","0","0","FALSE",-1
"2721","RT @HollyGoNightly1: Could've saved this bullshit and wrote ""transgender couple has child"".  Y'all are trash. https://t.co/LKx71reRwU","2016-09-23 18:38:03",NA,NA,"TRUE","FALSE","700","0","FALSE",-2
"2722","RT @trans_wave: In observation of #BiVisiblityDay we're having a twitter chat about sexual diversity in the transgender community, TODAY @‚Ä¶","2016-09-23 18:38:20",NA,NA,"TRUE","FALSE","25","0","FALSE",0
"2723","PrEP 4 trans/gender non-conforming persons webinar 9/27, 11 am-12:30 pm PT: https://t.co/oTT4GttGDd #PrEPTalkSF‚Ä¶ https://t.co/DpqtWE8ScY","2016-09-22 22:15:36",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"2724","RT @mondokoosh: Jeffrey Tambor wins Emmy for #trans character in 'Transparent,' says ""Please give transgender talent a chance"" https://t.co‚Ä¶","2016-09-20 03:19:13",NA,NA,"TRUE","FALSE","1","0","FALSE",3
"2725","PrEP 4 trans/gender non-conforming persons webinar 9/27, 11 am-12:30 pm PT: https://t.co/oTT4GttGDd #PrEPTalkSF‚Ä¶ https://t.co/DpqtWE8ScY","2016-09-22 22:15:36",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"2726","@DeseretNews Mormons need to learn how to better respect Transgender people. I'm hoping this will help.‚Ä¶ https://t.co/pe4Dr2POJS","2016-09-22 15:56:09",NA,NA,"FALSE","FALSE","0","0","FALSE",2
"2727","I found this umbrella transgender thing on a Catholic website thats strictly against trans people and I just... Tag‚Ä¶ https://t.co/FExCFrFuS0","2016-09-22 20:44:41",NA,NA,"FALSE","FALSE","0","0","FALSE",-1
"2728","RT @HollyGoNightly1: Could've saved this bullshit and wrote ""transgender couple has child"".  Y'all are trash. https://t.co/LKx71reRwU","2016-09-23 18:33:56",NA,NA,"TRUE","FALSE","701","0","FALSE",-2
"2729","@NickKaatz7 @johnnyaustin124 I feels but the sign shows a half man/ half woman mix. It's so transgender are more accepted I thought?","2016-09-23 17:21:32",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"2730","Fernando Machado, the transgender man who gave birth https://t.co/x7MOlAwrPZ","2016-09-23 05:28:10",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"2731","RT @PRMoore1: ANCHORS AWAY? Navy Requires All Sailors to Undergo Transgender Education by July 2017 - Breitbart https://t.co/hxvif4YU5E via‚Ä¶","2016-09-19 20:23:06",NA,NA,"TRUE","FALSE","3","0","FALSE",0
"2732","Friday's Transgender News is posted: https://t.co/lenUHiTHPf or https://t.co/yEDkRgOctc #LGBT #trans #transgender","2016-09-23 13:54:23",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"2733","RT @MarcusManning2: Great job representing @UMSLAthletics @GLVCsports &amp; @NCAADII Ryan! Discussing his transgender experience.
#GLVC https:/‚Ä¶","2016-09-21 19:01:27",NA,NA,"TRUE","FALSE","9","0","FALSE",1
"2734","It's only the episode 2 of season 1, but @jeffreytambor, OMG you are awesome. #LGBT #Transgender #transparent Totally #Emmys worthy.","2016-09-20 05:38:01",NA,NA,"FALSE","FALSE","0","3","FALSE",3
"2735","RT @juliannesmoore: ""PLEASE GIVE TRANSGENDER TALENT A CHANCE"" MY ASS IS LITERALLY ON FIRE THIS IS SO IMPORTANT","2016-09-19 00:58:33",NA,NA,"TRUE","FALSE","16","0","FALSE",2
"2736","Transgender former Navy SEAL says TSA humiliated her https://t.co/n90NB01D7D","2016-09-22 10:45:47",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"2737","RT @MarcusManning2: Great job representing @UMSLAthletics @GLVCsports &amp; @NCAADII Ryan! Discussing his transgender experience.
#GLVC https:/‚Ä¶","2016-09-21 19:01:27",NA,NA,"TRUE","FALSE","9","0","FALSE",1
"2738","N. C. Correct. Transgender Restrooms Not Civil Right - American Thinker - https://t.co/OoktTwgWbI  #PJNET - https://t.co/OKd0oHeLQs","2016-09-23 09:57:59",NA,NA,"FALSE","FALSE","4","2","FALSE",2
"2739","RT @antoniodelotero: how about you just say ""transgender couple has a child"" https://t.co/ZVzyl1MQzf","2016-09-23 17:25:17",NA,NA,"TRUE","FALSE","233","0","FALSE",0
"2740","These Are the Trans People Killed in 2016 https://t.co/4AUHLIVrgQ","2016-09-14 02:32:47",NA,NA,"FALSE","FALSE","0","0","FALSE",-1
"2741","RT @rtenews: Springsteen cancels North Carolina concert over transgender law https://t.co/kplvBXTtvw","2016-09-23 10:35:42",NA,NA,"TRUE","FALSE","23","0","FALSE",0
"2742","Target Urged to End Transgender Bathroom Policy After 2nd Man Caught Videotaping Women Undressing https://t.co/6YTG7mJftr","2016-09-22 04:25:29",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"2743","Learn more at https://t.co/de8iCA82we ‚ÄòThe Circle‚Äô Is A Promising Oculus Touch Experience That Tackles Transgen... https://t.co/Z5iehuWFvo","2016-09-23 14:16:17",NA,NA,"FALSE","FALSE","0","0","FALSE",1
"2744","RT @HollyGoNightly1: Could've saved this bullshit and wrote ""transgender couple has child"".  Y'all are trash. https://t.co/LKx71reRwU","2016-09-23 18:42:07",NA,NA,"TRUE","FALSE","707","0","FALSE",-2
"2745","Sea Change

A little over two months ago, the American military lifted its ban on transgender troops.  A week... https://t.co/frjHLwMaHZ","2016-09-18 18:05:44",NA,NA,"FALSE","FALSE","0","1","FALSE",0
