"","tweet","date","lat","lon","isretweet","retweeted","retweetcount","favoritecount","favorited","score"
"2973","Obamas 2017 Transgender Indoctination Video
Village People - In the Navy OFFICIAL Music Video 1978 https://t.co/zElKqX5cQJ via @YouTube","2016-09-19 15:02:26",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"2974","Minnneapolis Major, Police Chief Announce Transgender and Gender Non-Conforming Policy https://t.co/u7B1LFJRyW https://t.co/vvOuYTjgqb","2016-09-26 21:32:40",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"2975","this girl is talking about how transgender people are wrong fight m","2016-09-26 21:12:07",NA,NA,"FALSE","FALSE","0","1","FALSE",-1
"2976","Federal judge rules in favor of transgender student in Ohio https://t.co/0SAoEjiBXu","2016-09-27 11:18:15",NA,NA,"FALSE","FALSE","0","0","FALSE",1
"2977","Hillary Slams NC Governor Over Bathroom Bill #TCOT #WakeUpAmerica #MAGA #PJNET https://t.co/YHTD64fusU","2016-09-27 20:50:51",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"2978","RT @SarinaTrans: love,love,love! @DrRichardRotten #transgender @tracy698051 @musa121314 @VegasChicas https://t.co/idNVXL8mHM","2016-09-27 21:00:33",NA,NA,"TRUE","FALSE","2","0","FALSE",0
"2979","#inlandempire Transgender child actor to appear on 'Modern Family' https://t.co/byBFi3rDca","2016-09-27 16:02:17",NA,NA,"FALSE","FALSE","0","0","FALSE",1
"2980","RT @Juliane_ubm: 7 Hottest Transgender People Who Are Ruling Modeling Industry https://t.co/TqmEKixdjh","2016-09-22 04:56:00",NA,NA,"TRUE","FALSE","27","0","FALSE",1
"2981","#inlandempire Transgender child actor to appear on 'Modern Family' https://t.co/byBFi3rDca","2016-09-27 16:02:17",NA,NA,"FALSE","FALSE","0","0","FALSE",1
"2982","AIDS :  Iloilo City opens 1st sundown clinic for MSM, transgender https://t.co/qkw7eQCI6F","2016-09-27 10:52:41","25.77508716","-80.2732666","FALSE","FALSE","0","0","FALSE",0
"2983","7 Hottest Transgender People Who Are Ruling Modeling Industry https://t.co/DZGFeqgdIN","2016-09-27 16:50:46",NA,NA,"FALSE","FALSE","0","0","FALSE",1
"2984","RT @MTV: #ModernFamily will feature the first openly transgender child actor: https://t.co/GSMj9kYF5X https://t.co/cn8yQ7xP2B","2016-09-27 20:44:44",NA,NA,"TRUE","FALSE","59","0","FALSE",1
"2985","RT @SPINDLER666: Transgender couple has child** https://t.co/Hxg9fgtsb9","2016-09-26 23:19:37",NA,NA,"TRUE","FALSE","199","0","FALSE",0
"2986","RT @mattisraelh97: I am Trump's worst nightmare: A happy hardworking Mexican that happens to be transgender! #trans #mexican Ì†ºÌºàÌ†ºÌø≥Ô∏è‚ÄçÌ†ºÌºà https://‚Ä¶","2016-09-27 18:15:56",NA,NA,"TRUE","FALSE","10","0","FALSE",0
"2987","Navy Forcing All Sailors To Undergo Transgender Education Training
https://t.co/FgOTyHCFZf","2016-09-22 04:48:53",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"2988","'Modern Family' casts transgender child actor https://t.co/xjN2HfyB0g","2016-09-27 18:14:46",NA,NA,"FALSE","FALSE","0","0","FALSE",1
"2989","RT @LGBT_Activist: ""Modern Family"" Casts First Openly Transgender Child Actor https://t.co/20PUZph5OB #LGBT","2016-09-26 18:50:09",NA,NA,"TRUE","FALSE","28","0","FALSE",2
"2990","RT @Juliane_ubm: 7 Hottest Transgender People Who Are Ruling Modeling Industry https://t.co/TqmEKixdjh","2016-09-22 04:57:33",NA,NA,"TRUE","FALSE","27","0","FALSE",1
"2991","Ì†ΩÌ≥∑ refinery29: refinery29: We nominate Jeffrey Tambor for speech of the night. Give transgender people... https://t.co/AUexLTTSaU","2016-09-21 04:41:59",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"2992","RT @CutterStreeby: ""The bathroom with its gender-binary regime ... is one of the signatures of the afterlife of slavery."" https://t.co/eTtg‚Ä¶","2016-09-19 08:12:05",NA,NA,"TRUE","FALSE","1","0","FALSE",0
"2993","RT @LGBT_Activist: ""Modern Family"" Casts First Openly Transgender Child Actor https://t.co/20PUZph5OB #LGBT","2016-09-26 18:50:09",NA,NA,"TRUE","FALSE","28","0","FALSE",2
"2994","In keeping with the liberal lies, headline: Transgender man gives birth to his OWN BABY in world first https://t.co/FTXHn3WbRt","2016-09-27 15:38:10",NA,NA,"FALSE","FALSE","0","0","FALSE",-1
"2995","'Modern Family' will be first TV show to feature transgender child actor https://t.co/zYmO7rkrbW https://t.co/jCHAhp4Dqf","2016-09-27 16:40:35",NA,NA,"FALSE","FALSE","2","2","FALSE",1
"2996","Q on transgender bathrooms lawsuit. @seanreyesag says it's not about bathrooms in his view, it's about government powers. #utpol #AGDebate","2016-09-22 00:46:21",NA,NA,"FALSE","FALSE","2","2","FALSE",0
"2997","Transgender Man Becomes First to Have Baby with Transgender Female

https://t.co/N9Y1ZtZEIw","2016-09-27 14:29:04",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"2998","RT @LGBT_Activist: ""Modern Family"" Casts First Openly Transgender Child Actor https://t.co/20PUZph5OB #LGBT","2016-09-26 19:11:18",NA,NA,"TRUE","FALSE","28","0","FALSE",2
"2999","RT @JoeBrunoWSOC9: Bill Fiesser says Mayor Roberts only stands up for gay and transgender minorities #CLTCC","2016-09-27 12:19:25",NA,NA,"TRUE","FALSE","17","0","FALSE",0
"3000","RT @MTV: #ModernFamily will feature the first openly transgender child actor: https://t.co/GSMj9kYF5X https://t.co/cn8yQ7xP2B","2016-09-27 20:58:41",NA,NA,"TRUE","FALSE","59","0","FALSE",1
"3001","Is the Transgender Bathroom Law Debate Affecting Businesses? You Bet https://t.co/kZkeqXLJee (via @InsideCounsel) #idleg","2016-09-23 18:34:51",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"3002","A Transgender Child Actor Will Guest Star On Wednesday Night's 'Modern Family' https://t.co/bwb0LMrXCF","2016-09-27 18:18:32",NA,NA,"FALSE","FALSE","0","0","FALSE",1
"3003","""Modern Family"" Casts First Openly Transgender Child Actor https://t.co/gp3daixcQ5","2016-09-26 23:01:01",NA,NA,"FALSE","FALSE","4","5","FALSE",2
"3004","Transgender women refused entry at Hong Kong International Airport https://t.co/ZQI38zBqKj","2016-09-26 07:10:35",NA,NA,"FALSE","FALSE","0","0","FALSE",-1
"3005","Navy Requires All Sailors to Undergo Transgender Education by July 2017 - Breitbart. https://t.co/tKHTR7AinH
https://t.co/qfgCoL0cdc","2016-09-19 14:18:51",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"3006","Minnneapolis Major, Police Chief Announce Transgender and Gender Non-Conforming Policy https://t.co/UzB2cjG79b","2016-09-26 21:32:16",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"3007","RT @dwestnile: Please help Cadee a transgender woman get away from a dangerous living  situation. https://t.co/NnXyi43BxD #PayItForward #ev‚Ä¶","2016-09-26 20:33:45",NA,NA,"TRUE","FALSE","1","0","FALSE",-1
"3008","Federal judge rules in favor of transgender student in Ohio https://t.co/vN4uAVwDOE","2016-09-27 11:18:15",NA,NA,"FALSE","FALSE","0","0","FALSE",1
"3009","RT @MTV: #ModernFamily will feature the first openly transgender child actor: https://t.co/GSMj9kYF5X https://t.co/cn8yQ7xP2B","2016-09-27 20:50:31",NA,NA,"TRUE","FALSE","59","0","FALSE",1
"3010","RT @MTV: #ModernFamily will feature the first openly transgender child actor: https://t.co/GSMj9kYF5X https://t.co/cn8yQ7xP2B","2016-09-27 20:58:41",NA,NA,"TRUE","FALSE","59","0","FALSE",1
"3011","‚ÄòModern Family‚Äô Casts Transgender Child Actor https://t.co/ICCiIJkyJT via @deadline","2016-09-27 16:00:15",NA,NA,"FALSE","FALSE","0","0","FALSE",1
"3012","RT @Juliane_ubm: 7 Hottest Transgender People Who Are Ruling Modeling Industry https://t.co/TqmEKixdjh","2016-09-22 04:55:36",NA,NA,"TRUE","FALSE","27","0","FALSE",1
"3013","‚ÄòModern Family‚Äô Casts Transgender Child Actor https://t.co/ICCiIJkyJT via @deadline","2016-09-27 16:00:15",NA,NA,"FALSE","FALSE","0","0","FALSE",1
"3014","RT @TransAubrey: Enjoy my TS face? :-) @tstashajones @musa121314 @ShemaleHeaven @Kravisni_tol #transgender https://t.co/kJQVRVoVBF","2016-09-27 10:37:36",NA,NA,"TRUE","FALSE","24","0","FALSE",1
"3015","RT @lsqnews: @RepMattKrause says @NCAA would treat Texas differently than North Carolina. Because hey, we're Texas! https://t.co/AKhSB8QipY‚Ä¶","2016-09-27 16:49:22",NA,NA,"TRUE","FALSE","1","0","FALSE",0
"3016","RT @MTV: #ModernFamily will feature the first openly transgender child actor: https://t.co/GSMj9kYF5X https://t.co/cn8yQ7xP2B","2016-09-27 20:44:42",NA,NA,"TRUE","FALSE","59","0","FALSE",1
"3017","RT @Mckick: Mother sues U.S. hospital for discriminating against dead transgend... https://t.co/wTbzuiZq35 via @MailOnline","2016-09-26 23:05:10",NA,NA,"TRUE","FALSE","1","0","FALSE",-2
"3018","RT @RickClemons: Therapy gave @ccroy2001 the confidence to be transgender. She explains on #comingoutlounge https://t.co/9vXWklo77T","2016-09-27 18:15:00",NA,NA,"TRUE","FALSE","1","0","FALSE",1
"3019","@LittleWomenLA Tonya and Terra should be ASHAMED! Tonya calling a transgender a ""thing""! Terra/Joe: bullies, I feel bad for their kids","2016-09-22 04:40:06",NA,NA,"FALSE","FALSE","0","1","FALSE",-3
"3020","'Modern Family' casts transgender child actor https://t.co/wlBnmeAZe3","2016-09-27 18:09:24",NA,NA,"FALSE","FALSE","0","0","FALSE",1
"3021","RT @LGBT_Activist: ""Modern Family"" Casts First Openly Transgender Child Actor https://t.co/20PUZph5OB #LGBT","2016-09-26 18:49:09",NA,NA,"TRUE","FALSE","28","0","FALSE",2
"3022","RT @Juliane_ubm: 7 Hottest Transgender People Who Are Ruling Modeling Industry https://t.co/TqmEKixdjh","2016-09-22 04:57:29",NA,NA,"TRUE","FALSE","27","0","FALSE",1
"3023","@FemalesLikeUs @unbreakablepenn @ShagMeFrida Yet Veterans can't even get proper medical care in the Military. https://t.co/DvbhYJtg6q","2016-09-21 04:08:21",NA,NA,"FALSE","FALSE","0","3","FALSE",1
"3024","""The bathroom with its gender-binary regime ... is one of the signatures of the afterlife of slavery."" https://t.co/eTtgC5vShz","2016-09-19 08:11:45",NA,NA,"FALSE","FALSE","1","0","FALSE",0
"3025","RT @LGBT_Activist: ""Modern Family"" Casts First Openly Transgender Child Actor https://t.co/20PUZph5OB #LGBT","2016-09-26 18:49:09",NA,NA,"TRUE","FALSE","28","0","FALSE",2
"3026","‚ÄòModern Family‚Äô to Feature TV‚Äôs First Transgender Child Actor -- Libs never stop trying to push their agenda down the public's throats","2016-09-27 15:38:04",NA,NA,"FALSE","FALSE","0","0","FALSE",1
"3027","Spreading the poz with the BBC
https://t.co/rn8md1Mkin https://t.co/RhEFZCmHC5","2016-09-27 16:26:49",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"3028","RT HuffPostWomen: Go Kennedy! https://t.co/gl7t7pofbW #girlpower","2016-09-21 20:32:04",NA,NA,"FALSE","FALSE","0","1","FALSE",0
"3029","https://t.co/LQoBMSKzvl Canadian High School Football Team Recruits Its First Transgender Player","2016-09-27 14:12:31",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"3030","RT @LGBT_Activist: ""Modern Family"" Casts First Openly Transgender Child Actor https://t.co/20PUZph5OB #LGBT","2016-09-26 19:05:19",NA,NA,"TRUE","FALSE","28","0","FALSE",2
"3031","[News/Television] [UK] Ofcom bans Harry Hill skit about ‚ÄòVictorian freak show‚Äô transgender man: Pink News, UK... https://t.co/MQyyqR6CFD","2016-09-27 12:04:48",NA,NA,"FALSE","FALSE","0","0","FALSE",-1
"3032","RT @MTV: #ModernFamily will feature the first openly transgender child actor: https://t.co/GSMj9kYF5X https://t.co/cn8yQ7xP2B","2016-09-27 20:58:32",NA,NA,"TRUE","FALSE","59","0","FALSE",1
"3033","What you're seeing in Charlotte right now is obviously what happens when transgender people can't use the bathroom.","2016-09-22 03:54:46",NA,NA,"FALSE","FALSE","58","141","FALSE",1
"3034","Oh my...
Modern Family cast first ever openly transgender child actor https://t.co/GVSsfMWgHE via @MailOnline","2016-09-27 18:17:55",NA,NA,"FALSE","FALSE","0","0","FALSE",1
"3035","Modern Family to Feature One of TV's First Openly Transgender Child Actors: Lily's making a landmark new friend on‚Ä¶ https://t.co/ISDDnhuBpk","2016-09-26 22:52:20",NA,NA,"FALSE","FALSE","0","0","FALSE",2
"3036","BBC News - The transgender family where the father gives birth https://t.co/dyAsTEJJ5I","2016-09-23 06:46:24",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"3037","'Transparent' Creator Jill Soloway -- Trans Need To Tell Their Own Stories (VIDEO) https://t.co/o4WRJXqcGU","2016-09-19 14:15:14",NA,NA,"FALSE","FALSE","0","0","FALSE",1
"3038","Minnneapolis Major, Police Chief Announce Transgender and Gender Non-Conforming Policy https://t.co/rdYhBxH8ee https://t.co/ClOH68ISah","2016-09-26 21:32:13",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"3039","District judge of Northern Texas will hear #transgender arguments on Friday in Wichita Falls. Goes to injunction ag‚Ä¶ https://t.co/whs7vyolhE","2016-09-26 20:00:16",NA,NA,"FALSE","FALSE","0","0","FALSE",-1
"3040","RT @Enquirer: Judge orders girls' bathroom access for transgender student: https://t.co/wSlO2QuKW9","2016-09-27 10:50:07",NA,NA,"TRUE","FALSE","4","0","FALSE",0
"3041","RT @MTV: #ModernFamily will feature the first openly transgender child actor: https://t.co/GSMj9kYF5X https://t.co/cn8yQ7xP2B","2016-09-27 20:50:04",NA,NA,"TRUE","FALSE","59","0","FALSE",1
"3042","RT @MTV: #ModernFamily will feature the first openly transgender child actor: https://t.co/GSMj9kYF5X https://t.co/cn8yQ7xP2B","2016-09-27 20:58:32",NA,NA,"TRUE","FALSE","59","0","FALSE",1
"3043","#HEADLINES Transgender child actor to guest star on 'Modern Family' https://t.co/9eOQp37Tzw #AP #NEWS #GCPR","2016-09-27 15:43:38",NA,NA,"FALSE","FALSE","0","1","FALSE",1
"3044","RT @Juliane_ubm: 7 Hottest Transgender People Who Are Ruling Modeling Industry https://t.co/TqmEKixdjh","2016-09-22 04:55:23",NA,NA,"TRUE","FALSE","27","0","FALSE",1
"3045","#HEADLINES Transgender child actor to guest star on 'Modern Family' https://t.co/9eOQp37Tzw #AP #NEWS #GCPR","2016-09-27 15:43:38",NA,NA,"FALSE","FALSE","0","1","FALSE",1
"3046","Modern Family will feature a transgender child actor in a forthcoming episode https://t.co/7pGJMFiV7S","2016-09-27 10:32:19",NA,NA,"FALSE","FALSE","0","0","FALSE",1
"3047","How is there a child that is transgender. Who are the parents? https://t.co/TEk1V69cXH","2016-09-27 16:47:33",NA,NA,"FALSE","FALSE","0","2","FALSE",0
"3048","RT @MTV: #ModernFamily will feature the first openly transgender child actor: https://t.co/GSMj9kYF5X https://t.co/cn8yQ7xP2B","2016-09-27 20:44:28",NA,NA,"TRUE","FALSE","59","0","FALSE",1
"3049","RT @TRANZGENDR: Coping with Gender Dysphoria

https://t.co/EI4jtE6yOg

#transgender #mtf #ftm #girlslikeus #guyslikeus https://t.co/1drYrxP‚Ä¶","2016-09-26 23:04:36",NA,NA,"TRUE","FALSE","10","0","FALSE",0
"3050","'Modern Family' casts transgender child actor https://t.co/p3us4YkBpS https://t.co/xeHWnyiwGo","2016-09-27 18:11:40",NA,NA,"FALSE","FALSE","0","0","FALSE",1
"3051","(2/2) He still hasn't called the governor of NC. Like the FLA terrorist attack. Is it because they are both Republicans? Transgender issue?","2016-09-22 04:04:32",NA,NA,"FALSE","FALSE","0","0","FALSE",-1
"3052","'Modern Family' casts transgender child actor https://t.co/2h17lpVuWe","2016-09-27 18:09:24",NA,NA,"FALSE","FALSE","0","0","FALSE",1
"3053","RT @LGBT_Activist: ""Modern Family"" Casts First Openly Transgender Child Actor https://t.co/20PUZph5OB #LGBT","2016-09-26 18:48:32",NA,NA,"TRUE","FALSE","28","0","FALSE",2
"3054","RT @Juliane_ubm: 7 Hottest Transgender People Who Are Ruling Modeling Industry https://t.co/TqmEKixdjh","2016-09-22 04:57:21",NA,NA,"TRUE","FALSE","27","0","FALSE",1
"3055","RT @mgsledge: Transgender woman was raped while housed in Orleans jail cell with ""high-risk"" male inmate, lawsuit alleges: https://t.co/rUn‚Ä¶","2016-09-21 02:53:44",NA,NA,"TRUE","FALSE","15","0","FALSE",-1
"3056","""The bathroom with its gender-binary regime ... is one of the signatures of the afterlife of slavery."" https://t.co/eTtgC5vShz","2016-09-18 11:14:29",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"3057","RT @LGBT_Activist: ""Modern Family"" Casts First Openly Transgender Child Actor https://t.co/20PUZph5OB #LGBT","2016-09-26 18:48:32",NA,NA,"TRUE","FALSE","28","0","FALSE",2
"3058",".@campuspride gives UI 4.5/5 stars on #LGBTQ Friendly Campus Climate Index: https://t.co/ejAm4uh8pG #LoveisLove Ì†ºÌºà https://t.co/XUf0H6EaUK","2016-09-27 15:30:03",NA,NA,"FALSE","FALSE","5","25","FALSE",0
"3059","RT @gerfingerpoken2: North Carolina Correct. Transgender Restrooms not Civil Right - American Thinker - https://t.co/OoktTwgWbI  - https://‚Ä¶","2016-09-27 16:26:45",NA,NA,"TRUE","FALSE","5","0","FALSE",2
"3060","I just found out that Wes is transgender.... idk how to feel","2016-09-21 20:20:38",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"3061","@Little_Dhampirx It's under an article about Modern Family having their first transgender child as Lily's friend.","2016-09-27 14:02:49",NA,NA,"FALSE","FALSE","0","0","FALSE",1
"3062","RT @LGBT_Activist: ""Modern Family"" Casts First Openly Transgender Child Actor https://t.co/20PUZph5OB #LGBT","2016-09-26 19:01:13",NA,NA,"TRUE","FALSE","28","0","FALSE",2
"3063","Oh good..lets normalize a mental disorder...what could go wrong? https://t.co/rsS7XFW1kX","2016-09-27 12:03:03",NA,NA,"FALSE","FALSE","0","0","FALSE",-1
"3064","'Modern Family' to guest star transgender child actor https://t.co/7Bzj2QLhax https://t.co/9BnflUx0yD","2016-09-27 20:58:18",NA,NA,"FALSE","FALSE","0","0","FALSE",1
"3065","Ì†æÌ¥ñ MN Christians want transgender people to ""ask them first"" before using the bathroom 
https://t.co/DcqUeLlTDd","2016-09-20 15:07:45",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"3066","RT @YourDesignWrld: Buck Off is the world's first sex toy for transgender men https://t.co/70a85I4RtZ https://t.co/WrHgFkx0QK","2016-09-27 18:16:18",NA,NA,"TRUE","FALSE","13","0","FALSE",0
"3067","Modern Family to Feature One of TV's First Openly Transgender Child Actors: Lily's making a landmark new frie... https://t.co/K93Pxd372G","2016-09-26 22:47:41",NA,NA,"FALSE","FALSE","0","0","FALSE",2
"3068","Kellie Maloney, former boxing manager of Lennox Lewis to speak at transgender conference https://t.co/ElYvxyrhg3","2016-09-20 18:45:17",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"3069","Navy Requires All Sailors to Undergo Transgender Education by July 2017 - Breitbart https://t.co/5l46d5EN4q via @BreitbartNews","2016-09-19 11:59:59",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"3070","Minnneapolis Major, Police Chief Announce Transgender and Gender Non-Conforming Policy https://t.co/7QsenT1Bhi https://t.co/395q4GL9la","2016-09-26 21:32:11",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"3071","Yep the triplets of @KenPaxtonTX @DanPatrick &amp; @GregAbbott_TX if hate towards #lgbt &amp; especially the transgender co‚Ä¶ https://t.co/3SHgkj1exF","2016-09-26 19:44:10",NA,NA,"FALSE","FALSE","0","0","FALSE",-1
"3072","#ÿ≥Ÿàÿ±Ÿäÿß #ÿ≠ŸÖÿµ #ÿ≠ŸÑÿ® Modern Family will feature a transgender child actor in a forthcoming episode https://t.co/CngjY6hGnU","2016-09-27 10:31:41",NA,NA,"FALSE","FALSE","0","0","FALSE",1
"3073","RT @MTV: #ModernFamily will feature the first openly transgender child actor: https://t.co/GSMj9kYF5X https://t.co/cn8yQ7xP2B","2016-09-27 20:49:45",NA,NA,"TRUE","FALSE","59","0","FALSE",1
"3074","'Modern Family' to guest star transgender child actor https://t.co/7Bzj2QLhax https://t.co/9BnflUx0yD","2016-09-27 20:58:18",NA,NA,"FALSE","FALSE","0","0","FALSE",1
"3075","Transgender child actor to guest star on 'Modern Family' https://t.co/34nZWg6AGn","2016-09-27 15:42:51",NA,NA,"FALSE","FALSE","0","0","FALSE",1
"3076","RT @Juliane_ubm: 7 Hottest Transgender People Who Are Ruling Modeling Industry https://t.co/TqmEKixdjh","2016-09-22 04:54:55",NA,NA,"TRUE","FALSE","27","0","FALSE",1
"3077","Transgender child actor to guest star on 'Modern Family' https://t.co/34nZWg6AGn","2016-09-27 15:42:51",NA,NA,"FALSE","FALSE","0","0","FALSE",1
"3078","RT @revjake: Ban on transgender troops to be lifted July 1 https://t.co/saK4XW6V05 via @usatoday","2016-09-27 10:30:49",NA,NA,"TRUE","FALSE","1","0","FALSE",0
"3079","@RepMattKrause says @NCAA would treat Texas differently than North Carolina. Because hey, we're Texas! https://t.co/AKhSB8QipY #txlege","2016-09-27 16:42:06",NA,NA,"FALSE","FALSE","1","0","FALSE",0
"3080","RT @MTV: #ModernFamily will feature the first openly transgender child actor: https://t.co/GSMj9kYF5X https://t.co/cn8yQ7xP2B","2016-09-27 20:44:18",NA,NA,"TRUE","FALSE","59","0","FALSE",1
"3081","@ModernFam casts openly #Transgender actor for a #Transgender role. https://t.co/8jAZbnSz4Y","2016-09-26 22:59:24",NA,NA,"FALSE","FALSE","0","0","FALSE",1
"3082","Why LGBT Activists Everywhere Are Saying #FreeChelsea | Via @Pride_Site https://t.co/4ZzVCCcIsw https://t.co/gQqwXkaXpw","2016-09-27 18:10:12",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"3083","Palm Springs Man Charged for Savage Biting of a Local Transgender Woman  https://t.co/ldf43Hi5Y7","2016-09-21 23:38:29",NA,NA,"FALSE","FALSE","0","0","FALSE",-2
"3084","'Modern Family' casts transgender child actor https://t.co/8Io7doa3yb","2016-09-27 18:09:23",NA,NA,"FALSE","FALSE","0","0","FALSE",1
"3085","RT @LGBT_Activist: ""Modern Family"" Casts First Openly Transgender Child Actor https://t.co/20PUZph5OB #LGBT","2016-09-26 18:47:03",NA,NA,"TRUE","FALSE","28","0","FALSE",2
"3086","RT @Juliane_ubm: 7 Hottest Transgender People Who Are Ruling Modeling Industry https://t.co/TqmEKixdjh","2016-09-22 04:56:59",NA,NA,"TRUE","FALSE","27","0","FALSE",1
"3087","RT @mgsledge: Transgender woman was raped while housed in Orleans jail cell with ""high-risk"" male inmate, lawsuit alleges: https://t.co/rUn‚Ä¶","2016-09-21 02:35:57",NA,NA,"TRUE","FALSE","15","0","FALSE",-1
"3088","""Modern Family"" Casts Its First Openly Transgender Child Actor https://t.co/Mh2HVkffOc via @NewNowNext","2016-09-27 19:27:59",NA,NA,"FALSE","FALSE","0","0","FALSE",2
"3089","RT @LGBT_Activist: ""Modern Family"" Casts First Openly Transgender Child Actor https://t.co/20PUZph5OB #LGBT","2016-09-26 18:47:03",NA,NA,"TRUE","FALSE","28","0","FALSE",2
"3090","RT @LAnthonyBricker: Yesterday's 43-pg decision regarding bathroom access for an Ohio #transgender student can be found here https://t.co/q‚Ä¶","2016-09-27 15:29:44",NA,NA,"TRUE","FALSE","6","0","FALSE",0
"3091","RT @gerfingerpoken2: North Carolina Correct. Transgender Restrooms not Civil Right - American Thinker - https://t.co/OoktTwgWbI  - https://‚Ä¶","2016-09-27 16:24:10",NA,NA,"TRUE","FALSE","5","0","FALSE",2
"3092","To any #MtF #transgender women out there who've gotten facial surgery, how did you go about getting it started?","2016-09-20 20:49:39",NA,NA,"FALSE","FALSE","0","1","FALSE",0
"3093","@ZoeyTur @TYEFofficial @Tips4TransFolks @transhealthy @TheLadyValor https://t.co/LaSS7zBBI1 Please hold TSA to training","2016-09-27 13:47:35",NA,NA,"FALSE","FALSE","0","1","FALSE",0
"3094","RT @LGBT_Activist: ""Modern Family"" Casts First Openly Transgender Child Actor https://t.co/20PUZph5OB #LGBT","2016-09-26 18:57:50",NA,NA,"TRUE","FALSE","28","0","FALSE",2
"3095","@BBCWorld how the fuck does an eight year old know they are transgender?","2016-09-27 11:59:50",NA,NA,"FALSE","FALSE","0","11","FALSE",-1
"3096","RT @MTV: #ModernFamily will feature the first openly transgender child actor: https://t.co/GSMj9kYF5X https://t.co/cn8yQ7xP2B","2016-09-27 20:57:08",NA,NA,"TRUE","FALSE","59","0","FALSE",1
"3097","This is the Cleveland Aquarium's solution to #transgender bathroom issues.  I applaud the creativity. https://t.co/uksEDkhiG5","2016-09-20 12:39:55",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"3098","#news TV‚Äôs first transgender child actor cast in US sitcom https://t.co/qSVb6v3QkT","2016-09-27 18:11:36",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"3099","With Insurers on Board, More Hospitals Offer Transgender Surgery https://t.co/0MClaKX3ps","2016-09-26 22:34:28",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"3100","""Blackness troubles gender ... Blackness makes for gender trouble."" https://t.co/EGS2zVegA3 https://t.co/3oqQn8PYVH","2016-09-20 07:07:15",NA,NA,"FALSE","FALSE","0","1","FALSE",-2
"3101","Navy Requires All Sailors to Undergo Transgender Education by July 2017 - Breitbart https://t.co/RhbaF7Qzm4 via @BreitbartNews","2016-09-19 11:50:28",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"3102","Voting While Trans: ‚ÄúLady, Sir, Whatever‚ÄîJust Please Sit Over There And Wait"" https://t.co/dUSUH1SXsD","2016-09-26 21:31:54",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"3103","Transgender man gives birth to his OWN BABY in world first | World | News | Daily Express how? https://t.co/gpp35dE1JW","2016-09-26 19:35:41",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"3104","RT @TransNewsGirl: In Norway, Norwegians now can change genders legally with a mouse click https://t.co/0x6vQIVQyB #trans #transgender #LGBT","2016-09-27 10:24:41",NA,NA,"TRUE","FALSE","1","0","FALSE",0
"3105","RT @GMA: 12-year-old transgender student delivers powerful speech to school board to fight transphobic rhetoric: https://t.co/xYdmdbFOKi ht‚Ä¶","2016-09-27 20:49:32",NA,NA,"TRUE","FALSE","18","0","FALSE",0
"3106","RT @MTV: #ModernFamily will feature the first openly transgender child actor: https://t.co/GSMj9kYF5X https://t.co/cn8yQ7xP2B","2016-09-27 20:57:08",NA,NA,"TRUE","FALSE","59","0","FALSE",1
"3107","AM Roundup: Another Transgender Ruling: Law Blog rounds up the morning's legal news. https://t.co/N53KKTcbTu","2016-09-27 15:33:12",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"3108","RT @Juliane_ubm: 7 Hottest Transgender People Who Are Ruling Modeling Industry https://t.co/TqmEKixdjh","2016-09-22 04:53:46",NA,NA,"TRUE","FALSE","27","0","FALSE",1
"3109","AM Roundup: Another Transgender Ruling: Law Blog rounds up the morning's legal news. https://t.co/N53KKTcbTu","2016-09-27 15:33:12",NA,NA,"FALSE","FALSE","0","0","FALSE",0
"3110","Modern Family to feature transgender child...
https://t.co/z2Up2tYJ6N https://t.co/KupvJCWpoM","2016-09-27 10:25:05",NA,NA,"FALSE","FALSE","0","0","FALSE",1
"3111","RT @lmcgaughy: Increase in #transgender inmates could be due to greater acceptance of #LGBT ppl, advocates think https://t.co/2IfXYZxJ3j #t‚Ä¶","2016-09-27 16:40:31",NA,NA,"TRUE","FALSE","1","0","FALSE",1
